id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
768	g. mathias kondolf (2022)	"<table><tr><td>Authors:</td><td>g. mathias kondolf; rafael schmitt; paul a. carling; marc goichot; marko keskinen; mauricio e. arias; simone bizzi; andrea castelletti; thomas a. cochrane; stephen e. darby; matti kummu; philip s. j. minderhoud; duc thanh nguyen; hoang thai nguyen; nguyet-minh nguyen; chantha oeurng; jeff j. opperman; zan rubin; dinh cong san; susanne schmeier; thomas wild</td></tr><tr><td>Title:</td><td>save the mekong delta from drowning</td></tr><tr><td>Source:</td><td>science, 376(6593), 583-585</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1126/science.abm5176	-0.5109	0.2209	2	1	3	40	10.0406	2022	40	10.0406
771	mohammed amin almaiah (2022)	"<table><tr><td>Authors:</td><td>mohammed amin almaiah; raghad alfaisal; said a. salloum; fahima hajjej; sarah thabit; fuad ali el-qirem; abdalwali lutfi; mahmaod alrawad; ahmed al mulhem; tayseer alkhdour; ali bani awad; rana saeed al-maroof</td></tr><tr><td>Title:</td><td>examining the impact of artificial intelligence and social and computer anxiety in e-learning settings: students’ perceptions at the university level</td></tr><tr><td>Source:</td><td>electronics, 11(22), 3662-3662</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.3390/electronics11223662	-0.4735	-0.0948	10	9	8	71	17.8221	2022	71	17.8221
772	m. l. rivers (2022)	"<table><tr><td>Authors:</td><td>m. l. rivers; michael hinge; juan b. garcía martínez; ross john tieman; victor jaeck; talib e. butt; david denkenberger</td></tr><tr><td>Title:</td><td>deployment of resilient foods can greatly reduce famine in an abrupt sunlight reduction scenario</td></tr><tr><td>Source:</td><td>research square (research square)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.21203/rs.3.rs-1446444/v1	-0.299	0.1218	11	7	3	9	2.2591	2022	9	2.2591
773	andy parker (2018)	"<table><tr><td>Authors:</td><td>andy parker; peter j. irvine</td></tr><tr><td>Title:</td><td>the risk of termination shock from solar geoengineering</td></tr><tr><td>Source:</td><td>earth's future, 6(3), 456-467</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1002/2017ef000735	-0.4185	0.0697	2	156	28	100	6.871	2018	100	6.871
775	amesh a. adalja (2019)	"<table><tr><td>Authors:</td><td>amesh a. adalja; matthew watson; eric toner; anita cicero; thomas v. inglesby</td></tr><tr><td>Title:</td><td>characteristics of microbes most likely to cause pandemics and global catastrophes</td></tr><tr><td>Source:</td><td>current topics in microbiology and immunology, 1-20</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/82_2019_176	-0.3521	0.0294	3	22	9	29	2.5185	2019	29	2.5185
777	luke kemp (2020)	"<table><tr><td>Authors:</td><td>luke kemp; laura adam; christian r. boehm; rainer breitling; rocco casagrande; malcolm dando; appolinaire djikeng; nicholas g. evans; richard hammond; kelly hills; lauren holt; todd kuiken; alemka markotić; piers millett; johnathan a. napier; cassidy nelson; seán s. óhéigeartaigh; anne osbourn; megan j. palmer; nicola j. patron; edward perello; wibool piyawattanametha; vanessa restrepo schild; clarissa rios rojas; catherine rhodes; anna roessing; d. b. scott; philip shapira; christopher simuntala; rob smith; lalitha sundaram; eriko takano; gwyn uttmark; bonnie c. wintle; nida zahra; william j. sutherland</td></tr><tr><td>Title:</td><td>bioengineering horizon scan 2020</td></tr><tr><td>Source:</td><td>elife, 9</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.7554/elife.54489	-0.3142	-0.0188	17	56	74	22	1.6552	2020	22	1.6552
785	g.m. mcnerney (2024)	"<table><tr><td>Authors:</td><td>g.m. mcnerney</td></tr><tr><td>Title:</td><td>an ethical norm of long-term human survival with universal dignity</td></tr><tr><td>Source:</td><td>foresight, 26(2), 300-314</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1108/fs-11-2022-0142	-0.3783	0.0502	13	17	2	0	0	2024	0	0
786	seth d. baum (2017b)	"<table><tr><td>Authors:</td><td>seth d. baum</td></tr><tr><td>Title:</td><td>social choice ethics in artificial intelligence</td></tr><tr><td>Source:</td><td>ai & society, 35(1), 165-176</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-017-0760-1	-0.3734	-0.0529	1	241	28	96	6.387	2017	96	6.387
787	pippa norris (2022)	"<table><tr><td>Authors:</td><td>pippa norris</td></tr><tr><td>Title:</td><td>integrity and impartiality</td></tr><tr><td>Source:</td><td>oxford university press ebooks, 169-198</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1093/oso/9780197530108.003.0006	-0.4629	0.0005	5	91	24	0	0	2022	0	0
788	david coen (2018)	"<table><tr><td>Authors:</td><td>david coen; tom pegram</td></tr><tr><td>Title:</td><td>towards a third generation of global governance scholarship</td></tr><tr><td>Source:</td><td>global policy, 9(1), 107-113</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1111/1758-5899.12527	-0.47	-0.0215	4	15	19	28	1.9239	2018	28	1.9239
789	martin rooke (2023)	<table><tr><td>Authors:</td><td>martin rooke</td></tr><tr><td>Title:</td><td>the changing landscape of reporting health and environmental risk information</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2023</td></tr></table>	https://doi.org/https://doi.org/10.33767/osf.io/wpejh	-0.444	0.0054	5	34	6	0	0	2023	0	0
790	negin heidari (2016)	"<table><tr><td>Authors:</td><td>negin heidari; joshua m. pearce</td></tr><tr><td>Title:</td><td>a review of greenhouse gas emission liabilities as the value of renewable energy for mitigating lawsuits for climate change related damages</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 55, 899-908</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.rser.2015.11.025	-0.4249	0.1568	21	14	47	99	4.6915	2016	99	4.6915
795	michael beenstock (2022e)	"<table><tr><td>Authors:</td><td>michael beenstock</td></tr><tr><td>Title:</td><td>the new abnormal</td></tr><tr><td>Source:</td><td>oxford university press ebooks, 1-31</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/https://doi.org/10.1093/oso/9780192849663.003.0001	-1.1063	0.0948	23	30	119	0	0	2022	0	0
796	juan b. garcía martínez (2021c)	"<table><tr><td>Authors:</td><td>juan b. garcía martínez; kyle a. alvarado; xenia christodoulou; david denkenberger</td></tr><tr><td>Title:</td><td>chemical synthesis of food from co2 for space missions and food resilience</td></tr><tr><td>Source:</td><td>journal of co2 utilization, 53, 101726-101726</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.jcou.2021.101726	-0.3179	0.0933	11	59	10	22	2.8755	2021	22	2.8755
799	maurizio balistreri (2023)	"<table><tr><td>Authors:</td><td>maurizio balistreri</td></tr><tr><td>Title:</td><td>gamete space colonization: why space colonization based on gametes is morally preferable to colonization based on embryos</td></tr><tr><td>Source:</td><td>journal of posthuman studies, 7(1), 7-23</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.5325/jpoststud.7.1.0007	-0.385	-0.0471	3	18	6	0	0	2023	0	0
801	jennifer rubenstein (2016)	"<table><tr><td>Authors:</td><td>jennifer rubenstein</td></tr><tr><td>Title:</td><td>the lessons of effective altruism</td></tr><tr><td>Source:</td><td>ethics & international affairs, 30(4), 511-526</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1017/s0892679416000484	-0.4482	0.0036	5	8	2	28	1.3269	2016	28	1.3269
802	richard d. gregory (2024)	"<table><tr><td>Authors:</td><td>richard d. gregory; jon r. bridle; jeremy d. wilson</td></tr><tr><td>Title:</td><td>what is the role of scientists in meeting the environmental challenges of the twenty-first century?</td></tr><tr><td>Source:</td><td>royal society open science, 11(6)</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1098/rsos.240498	-0.4212	0.0573	2	32	16	0	0	2024	0	0
804	herman cappelen (2024b)	"<table><tr><td>Authors:</td><td>herman cappelen; josh dever</td></tr><tr><td>Title:</td><td>ai with alien content and alien metasemantics</td></tr><tr><td>Source:</td><td>oxford university press ebooks, 573-593</td></tr><tr><td>Year:</td><td>2024</td></tr></table>"	https://doi.org/https://doi.org/10.1093/oxfordhb/9780192844118.013.47	-0.3935	-0.0886	1	127	7	0	0	2024	0	0
806	francesco regazzoni (2023)	"<table><tr><td>Authors:</td><td>francesco regazzoni; paolo palmieri; apostolos p. fournaris</td></tr><tr><td>Title:</td><td>treating a different kind of patient: curing security weaknesses in digital health systems of the future</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1109/iwasi58316.2023.10164581	-0.3796	-0.0963	1	1	1	0	0	2023	0	0
807	françois pichault (2019)	"<table><tr><td>Authors:</td><td>françois pichault; tui mckeown</td></tr><tr><td>Title:</td><td>autonomy at work in the gig economy: analysing work status, work content and working conditions of independent professionals</td></tr><tr><td>Source:</td><td>new technology, work and employment, 34(1), 59-72</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1111/ntwe.12132	-0.4648	-0.001	4	78	5	67	5.8186	2019	67	5.8186
812	ville vakkuri (2018)	"<table><tr><td>Authors:</td><td>ville vakkuri; pekka abrahamsson</td></tr><tr><td>Title:</td><td>the key concepts of ethics of artificial intelligence</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1109/ice.2018.8436265	-0.392	-0.0776	1	53	33	21	1.4429	2018	21	1.4429
816	wendy harcourt (2020)	"<table><tr><td>Authors:</td><td>wendy harcourt</td></tr><tr><td>Title:</td><td>unravelling the ‘p’ word in environment and development</td></tr><tr><td>Source:</td><td>development and change, 51(6), 1628-1639</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1111/dech.12619	-0.4439	0.0159	4	43	5	3	0.2257	2020	3	0.2257
817	wendell wallach (2019)	"<table><tr><td>Authors:</td><td>wendell wallach; gary e. marchant</td></tr><tr><td>Title:</td><td>toward the agile and comprehensive international governance of ai and robotics [point of view]</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 107(3), 505-508</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1109/jproc.2019.2899422	-0.4392	0.0046	16	2	2	32	2.779	2019	32	2.779
821	ingmar persson (2010)	"<table><tr><td>Authors:</td><td>ingmar persson; julian savulescu</td></tr><tr><td>Title:</td><td>moral transhumanism</td></tr><tr><td>Source:</td><td>the journal of medicine and philosophy/journal of medicine and philosophy, 35(6), 656-669</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/https://doi.org/10.1093/jmp/jhq052	-0.4047	-0.0242	9	29	2	57	4.7771	2010	57	4.7771
822	patrick bradley (2019)	"<table><tr><td>Authors:</td><td>patrick bradley</td></tr><tr><td>Title:</td><td>risk management standards and the active management of malicious intent in artificial superintelligence</td></tr><tr><td>Source:</td><td>ai & society, 35(2), 319-328</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s00146-019-00890-2	-0.4148	-0.0077	4	111	6	12	1.0421	2019	12	1.0421
823	jodi masters-gonzales (2022)	<table><tr><td>Authors:</td><td>jodi masters-gonzales</td></tr><tr><td>Title:</td><td>plausible futures of socialized risk: integral sustainability or globalized dystopia?</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2022</td></tr></table>	https://doi.org/https://doi.org/10.14293/s2199-1006.1.sor-.ppqpyxl.v1	-0.5308	0.018	4	1	1	0	0	2022	0	0
825	peter jones (2020)	"<table><tr><td>Authors:</td><td>peter jones; daphne comfort</td></tr><tr><td>Title:</td><td>a commentary on the covid‐19 crisis, sustainability and the service industries</td></tr><tr><td>Source:</td><td>journal of public affairs</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1002/pa.2164	-0.4564	0.0482	12	2	2	35	2.6333	2020	35	2.6333
829	murat uzun (2020)	"<table><tr><td>Authors:</td><td>murat uzun</td></tr><tr><td>Title:</td><td>artificial intelligence and state economic security</td></tr><tr><td>Source:</td><td>eurasian studies in business and economics, 185-194</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1007/978-3-030-48531-3_13	-0.3759	-0.0724	1	15	4	0	0	2020	0	0
830	leonard dung (2024b)	<table><tr><td>Authors:</td><td>leonard dung</td></tr><tr><td>Title:</td><td>evaluating approaches for reducing catastrophic risks from ai</td></tr><tr><td>Source:</td><td>ai and ethics</td></tr><tr><td>Year:</td><td>2024</td></tr></table>	https://doi.org/https://doi.org/10.1007/s43681-024-00475-w	-0.3829	-0.0685	1	197	16	0	0	2024	0	0
832	phil torres (2018b)	"<table><tr><td>Authors:</td><td>phil torres</td></tr><tr><td>Title:</td><td>space colonization and suffering risks: reassessing the “maxipok rule”</td></tr><tr><td>Source:</td><td>futures, 100, 74-85</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.futures.2018.04.008	-0.3732	-0.0196	3	325	20	23	1.5803	2018	23	1.5803
833	rune nydal (2023)	"<table><tr><td>Authors:</td><td>rune nydal; giovanni de grandis; lars ursin</td></tr><tr><td>Title:</td><td>when is a techno-fix legitimate? the case of viticultural climate resilience</td></tr><tr><td>Source:</td><td>journal of agricultural and environmental ethics, 36(1)</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1007/s10806-023-09900-2	-0.4205	-0.033	4	8	3	0	0	2023	0	0
834	james j. hughes (2012)	"<table><tr><td>Authors:</td><td>james j. hughes</td></tr><tr><td>Title:</td><td>the politics of transhumanism and the techno‐millennial imagination, 1626–2030</td></tr><tr><td>Source:</td><td>zygon, 47(4), 757-776</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/https://doi.org/10.1111/j.1467-9744.2012.01289.x	-0.3963	-0.0439	1	195	20	73	3.4201	2012	73	3.4201
836	andrew leigh (2023)	"<table><tr><td>Authors:</td><td>andrew leigh</td></tr><tr><td>Title:</td><td>more than fiscal: the intergenerational report, sustainability and public policy in australia, by andrewpodger, janehall and mikewoods (<scp>anu</scp> press, canberra, 2023), pp. xvi + 206.</td></tr><tr><td>Source:</td><td>economic record, 99(326), 457-459</td></tr><tr><td>Year:</td><td>2023</td></tr></table>"	https://doi.org/https://doi.org/10.1111/1475-4932.12760	-0.3526	0.0037	6	3	1	0	0	2023	0	0
837	utku köse (2018b)	"<table><tr><td>Authors:</td><td>utku köse</td></tr><tr><td>Title:</td><td>güvenli̇ yapay zekâ si̇stemleri̇ i̇çi̇n i̇nsan deneti̇mli̇ bi̇r model geli̇şti̇ri̇lmesi̇</td></tr><tr><td>Source:</td><td>mühendislik bilimleri ve tasarım dergisi, 6(1), 93-107</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/https://doi.org/10.21923/jesd.394527	-0.3822	-0.0833	1	52	14	4	0.2748	2018	4	0.2748
838	roman v. yampolskiy (2014)	"<table><tr><td>Authors:</td><td>roman v. yampolskiy</td></tr><tr><td>Title:</td><td>utility function security in artificially intelligent agents</td></tr><tr><td>Source:</td><td>journal of experimental and theoretical artificial intelligence, 26(3), 373-389</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1080/0952813x.2014.895114	-0.3793	-0.0691	1	47	17	34	1.7126	2014	34	1.7126
839	aditya chopra (2016)	"<table><tr><td>Authors:</td><td>aditya chopra; charles h. lineweaver</td></tr><tr><td>Title:</td><td>the case for a gaian bottleneck: the biology of habitability</td></tr><tr><td>Source:</td><td>astrobiology, 16(1), 7-22</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/https://doi.org/10.1089/ast.2015.1387	-0.3201	0.0009	3	24	22	92	4.3597	2016	92	4.3597
840	vincent c. müller (2014)	"<table><tr><td>Authors:</td><td>vincent c. müller</td></tr><tr><td>Title:</td><td>risks of general artificial intelligence</td></tr><tr><td>Source:</td><td>journal of experimental and theoretical artificial intelligence, 26(3), 297-301</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1080/0952813x.2014.895110	-0.3865	-0.068	1	55	16	26	1.3097	2014	26	1.3097
841	paul swuste (2020)	"<table><tr><td>Authors:</td><td>paul swuste; jop groeneweg; coen van gulijk; walter zwaard; saul lemkowitz; yvette oostendorp</td></tr><tr><td>Title:</td><td>the future of safety science</td></tr><tr><td>Source:</td><td>safety science, 125, 104593-104593</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/https://doi.org/10.1016/j.ssci.2019.104593	-0.3968	-0.0185	1	8	6	35	2.6333	2020	35	2.6333
842	karsten giese (2014)	"<table><tr><td>Authors:</td><td>karsten giese; alena thiel</td></tr><tr><td>Title:</td><td>the psychological contract in chinese-african informal labor relations</td></tr><tr><td>Source:</td><td>international journal of human resource management, 26(14), 1807-1826</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/https://doi.org/10.1080/09585192.2014.971844	-1.2774	-0.3628	14	2	15	30	1.5111	2014	30	1.5111
846	the anh han (2019)	"<table><tr><td>Authors:</td><td>the anh han; luı́s moniz pereira; tom lenaerts</td></tr><tr><td>Title:</td><td>modelling and influencing the ai bidding war</td></tr><tr><td>Source:</td><td>[no source]</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/https://doi.org/10.1145/3306618.3314265	-0.3934	-0.0977	1	27	20	12	1.0421	2019	12	1.0421
